																															Class	blank	blank	blank	blank	blank	qcpool	qcpool	qcpool	qcpool	qcpool	qcpool	qcpool	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	NA	NA	NA	NA	NA	NA
6	0.774	160.8432	Unknown	[M-H]-	ion correlated with 7	0.514	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	402.63	Sample_CPM064_069	160.8432:240963 161.84655:11183 162.84991:226570		101	97	118	89	97	10370	176156	218966	292973	243788	228967	332774	1077	1036	721	1206	1443	2353	1268	2143	511876	2219	788	1518	1091	2057	3198	4703	9135	1677	2709	1247	81982	4448	3687	1253	922	673	599	492	803	1457222	21424	2814	67427	30487	9581	5149	2632015	71362	163475	108000	13747	26339	28393	68074	26922	32409	35188	2200140	100614	55669	112804	48232	1681100	875007	108	3392	40193	50419	14952	3216664	100.408036804199	214856.286830357	230794.072928619	10.9384062558303	103579.232958592	650876.791592113
7	0.774	162.8407	Unknown	[M-H]-	ion correlated with 6	0.514	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	334.52	Sample_CPM064_069	162.8407:225027 163.84405:10185 164.84741:70018		182	121	79	92	86	10055	165725	201861	272348	228178	212882	304990	1134	697	703	1267	1270	2184	1243	2141	470435	1787	685	1430	1019	1815	2771	4927	8259	1862	2592	1127	77558	4291	3614	1469	697	742	749	556	884	1333930	17929	2292	65193	27508	9307	4655	2435599	63959	147470	100615	13040	25918	25381	62614	25832	29830	32945	2012689	94619	50676	103891	47118	1560409	808504	71	2780	38865	47450	13779	3010596	112.000204467773	199434.197544643	213589.52665062	42.1775325909396	95282.1800233526	603420.901714375
8	5.552	165.04181	Unknown	[M-H]-	ion correlated with 34; ion correlated with 102; ion correlated with 757; found in higher mz's MsMs_757; similar chromatogram in higher mz_102; similar chromatogram in higher mz_757; similar chromatogram in higher mz_34; similar chromatogram in higher mz_171	0.069	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	19.89	Blank_072	165.04181:3555 166.04516:566 167.04852:399		11932	11744	21450	20641	19530	4881	7929	6829	5388	6275	7003	5349	5825	1933	4513	4106	3285	2448	2283	2494	3157	3225	2525	3808	2762	2842	3384	3352	2736	3239	2732	2228	2123	4745	4525	2931	1842	3125	3213	5873	3088	2535	3632	2483	4166	5080	2901	5408	4053	2274	4667	2932	3053	3319	4047	5150	5155	4151	2436	1579	4161	3934	3966	2870	4384	1663	1117	3724	3381	2881	4762	503	17059.2443359375	6236.24811662946	3345.08943532308	4815.27946441716	1091.68573208205	1134.30831176389
9	9.873	180.97308	Unknown	[M-H]-		0.861	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	83.75	Sample_CPM060_065	180.97308:84748 181.97643:3651 182.97979:1027		101455	46368	93381	264442	195118	1082600	1210845	1272802	1247814	1516061	1457417	1232675	1589024	1746384	1012146	1503404	1449159	1025618	1066476	1408531	483303	1382962	1581372	1944906	688087	1754166	1891242	1676442	1560617	1079454	1415301	1113445	944660	1034278	1121149	1420767	1189710	1369464	1152982	1448510	1725534	580769	1209812	1311140	1622327	1642284	1244328	1025892	882896	1287714	1604815	1442426	1179854	1168741	1794024	1801466	1012090	1942786	1984964	477284	2112572	1757866	1643688	3379789	1089816	152962	140858	1965506	1081634	2040871	1648144	1183739	140152.91015625	1288602.05357143	1369869.12786458	87962.7582036882	149309.497645391	514887.464714441
10	0.721	193.08659	Unknown	[M-H]-		0.931	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	130.58	Sample_CPM035_040	193.08659:17411 194.08994:3290 195.0933:449		2819	3584	4517	4152	5049	69375	70588	70177	72819	75363	75415	72038	61532	67012	58999	46106	30563	33245	46871	37292	34470	45997	49946	75432	60161	59750	62381	51910	46472	50612	46964	44522	62320	73465	82294	44507	42115	44026	45737	39249	58099	41553	84514	89896	149088	82045	78634	78122	43981	107438	99833	90392	88808	105475	89186	80182	87714	77299	85840	54563	110173	89392	112574	79411	57192	40655	44356	74828	86450	103866	91126	50827	4024.10859375	72253.4709821429	67624.3959635417	859.625526140559	2429.10426289062	24708.8872203266
11	6.534	194.05139	w/o MS2:2-(N-Morpholino)ethanesulfonic acid	[M-H]-	similar chromatogram in higher mz_572; similar chromatogram in higher mz_311; similar chromatogram in higher mz_378	0.736	False	1.5	194.04926	C6H13NO4S	Others	SXGZJKUKBWWHRA-UHFFFAOYSA-N	[OH][S](=[O])(=[O])CC[N]1CC[O]CC1	530	True	True	False		False	False	null	null	97.7	99.9	null	null	null	18.01	Sample_CPM010_014	194.05139:3251 195.05474:0 196.0581:0		999	1217	963	1188	1276	10745	11370	11750	12256	13247	12352	13097	11819	9460	12294	13986	12066	8316	7747	3267	10665	22657	16488	7790	15403	13486	7924	10453	12282	8866	15547	9056	16958	16147	11086	15208	12069	5792	14141	9609	9537	10364	15913	12671	12512	8067	12369	8510	10995	6824	7295	2258	7010	12481	15031	7136	3472	12585	13271	10523	7217	8525	10040	4582	7973	6571	610	3117	13276	10633	12219	14269	1128.59923095703	12116.7551618304	10473.9749898275	138.942540868898	902.597104416317	4089.45391494697
12	0.846	195.13853	Unknown	[M-H]-		0.861	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	23.63	Sample_CPM042_046	195.13853:4166 196.14188:695 197.14524:225		5226	5822	5646	6926	5078	31451	31372	32289	31482	31602	30532	34219	25909	20953	14773	11194	15020	16160	22897	18186	23657	27555	11168	14233	17544	25782	19306	18958	15255	16500	21056	21674	17229	21242	21332	22338	22832	24744	16347	21604	17266	13614	31364	31763	36336	41241	40825	33671	17585	39155	37978	31608	33864	32029	29214	29255	35479	38859	27366	9768	34355	28489	31434	29905	21169	14159	12216	26313	23473	34944	33786	6294	5739.64853515625	31849.5022321429	24170.3755859375	728.696158260129	1163.71748452682	8709.70016970546
13	2.644	199.17062	w/o MS2:FA 12:0	[M-H]-		1	False	4.34	199.17039	C12H24O2	FA	POULHZVOKOAJMA-UHFFFAOYSA-N	O=C(O)CCCCCCCCCCC	530	True	True	False		False	False	null	null	100	100	null	null	null	58.44	Blank_002	199.17062:8335 200.17397:1046 201.17733:65		52537	53454	50004	49921	51144	52453	52444	54904	53328	56743	50718	49481	39793	44107	38606	35261	37110	38127	40700	37505	38829	43482	34829	37224	38638	39884	54103	54826	49423	35520	48739	45157	47419	56398	53168	39073	61504	54789	43068	43723	33877	34671	55178	58508	57442	57899	55937	56266	55776	58473	67339	54677	57669	56048	56289	59298	61948	60249	57410	43775	57525	53758	57632	53853	59655	40826	43002	52280	54514	60574	54121	46563	51412.028125	52867.3197544643	49400.6124348958	1558.21796251592	2443.27695632963	9033.34293446116
14	1.082	208.09744	Unknown	[M-H]-		0.958	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	48.04	Sample_CPM026_031	208.09744:3337 209.10079:458 210.10415:47		18614	19221	18815	19540	19471	14882	13664	15600	14056	15560	15099	15150	11769	12445	11614	10891	10035	11462	11595	6652	9642	13290	9586	10248	9670	10828	11222	16132	13212	10213	14849	14660	13604	17602	16750	12445	22309	18105	12498	12312	8595	9705	19696	20031	19205	18830	19113	20808	18043	19056	20562	17018	19179	19792	19603	20598	22704	20117	18895	14574	21476	18158	18617	17865	19628	13366	15734	19823	19489	19196	20114	17429	19132.347265625	14858.6452287946	15710.9786051432	405.692154868711	736.676283592361	4207.19893697807
15	0.892	210.07782	Unknown	[M-H]-	similar chromatogram in higher mz_147	0.917	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	213.91	Sample_CPM053_057	210.07782:12665 211.08117:2117 212.08453:228		2125	1845	2555	2819	2151	61307	64294	65428	66280	68974	66736	67509	58722	79461	91003	55777	43814	42406	63716	43380	43158	55027	70398	91023	54718	73793	79513	115828	52578	51956	43221	53059	47406	82211	91014	63164	46943	61213	51654	46679	59510	85795	85295	102145	112902	91581	105976	74482	62146	113897	88894	80858	81670	112174	99757	70767	73746	78377	85744	73783	123451	100103	108764	88599	59210	62425	84320	68821	104455	72852	73547	76094	2298.81086425781	65789.5373883929	75249.5303385417	385.614428652476	2473.09802834988	21625.8727941473
16	0.778	213.0544	Unknown	[M-H]-		0.875	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	25.12	Blank_003	213.0544:3457 214.05775:540 215.06111:235		60277	36077	72053	53735	56862	61322	22451	23539	20950	18693	21297	23870	69296	62848	60310	62173	61741	63114	58298	57814	21689	59291	58451	56500	58399	57317	48889	50117	58416	53906	51625	57426	20721	52249	55815	51962	53733	57906	53121	58692	56523	15663	53456	55276	50136	55843	56100	55070	18621	54980	16731	22346	56295	55695	51953	52142	55084	53525	55160	7673	56896	53756	55841	52425	6997	13797	56629	56385	35587	55526	55592	8315	55801.02578125	27445.8903459821	48963.9484781901	13024.9172225617	15039.9727651287	15960.4458277471
17	0.888	220.1454	Unknown	[M-H]-	found in higher mz's MsMs_147; found in higher mz's MsMs_228; found in higher mz's MsMs_224; found in higher mz's MsMs_193	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	18.27	Sample_CPM015_019	220.1454:2382 221.14875:14133 222.15211:2074		163	395	561	492	793	9274	9483	9104	9803	10114	9694	10530	2911	4576	3138	2692	5865	4782	17636	7001	11475	6762	4642	4266	6328	18261	8303	3861	4574	8610	8720	5183	7699	6229	5651	4520	9584	8867	9254	6436	12189	8257	6068	5490	5767	7158	5532	8947	3419	6046	6748	7961	5070	4729	6182	4562	4390	3971	6224	4034	3981	7067	4943	3181	5746	3908	4185	6618	3910	10145	7624	4654	480.763067626953	9714.65373883929	6442.24844156901	230.638563920621	492.243047211093	3011.96453021043
18	0.873	221.15512	Unknown	[M-H]-	similar chromatogram in higher mz_74; similar chromatogram in higher mz_28; similar chromatogram in higher mz_136; similar chromatogram in higher mz_319; similar chromatogram in higher mz_283	0.931	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	23.56	Sample_CPM015_019	221.15512:14997 222.15847:3066 223.16183:329		4486	2703	4682	9355	5756	56303	62015	63145	63684	63888	66060	63873	22244	31097	23045	22392	40122	34609	105001	40182	76901	44276	28113	29004	39310	118307	57341	28762	31977	58190	58435	35941	50296	36869	41162	31376	62600	56688	61528	42367	80870	63021	39455	38315	36056	49391	37495	58199	40829	42299	40957	57954	34463	30868	44152	30337	31299	30540	44173	38354	29082	47821	33136	25809	52795	31082	28536	43096	30681	62989	48352	50018	5396.28544921875	62709.8214285714	44342.6056966146	2469.45976112728	3072.15318665909	18180.0713475365
19	3.191	223.02621	Unknown	[M-H]-	ion correlated with 33; similar chromatogram in higher mz_33	0.069	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.82	Blank_072	223.02621:3901 224.02956:786 225.03292:754		10151	11288	20993	20522	21988	5408	5226	5888	7409	6663	8059	7106	2890	4048	2038	2720	3562	3449	4840	2648	451	3342	2181	3396	3513	3708	2579	1902	3252	4228	3382	3255	2692	4803	4115	3628	1868	2371	4683	4034	3612	2239	5091	2956	4447	4155	3405	3686	4887	3407	3441	4595	3968	2832	3297	5083	3684	4625	4500	2673	4275	3162	4233	3021	3690	3027	2394	3720	3117	2508	2446	4190	16988.29609375	6537.00299944196	3432.43267466227	5761.03952182875	1067.08757993965	921.365991191818
20	4.131	223.02637	Unknown	[M-H]-	ion correlated with 36; ion correlated with 103; similar chromatogram in higher mz_36; similar chromatogram in higher mz_103	0.069	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	12.5	Blank_072	223.02637:5366 224.02972:1293 225.03308:863		16220	16224	31781	30500	30464	5190	4434	4258	5219	4605	5145	5067	3666	4390	4429	2580	2838	3533	5809	2246	2331	2031	3879	3876	3826	2825	4988	1894	3647	1796	3013	3519	4617	4045	4486	3491	4085	4609	3127	4288	3120	4228	3649	3600	6368	4066	3054	2836	3353	5062	5592	4130	3095	3519	2594	2861	4530	4136	2629	2335	2841	3839	4291	4273	4862	3810	862	3797	2373	3591	2809	4638	25037.812109375	4845.40701729911	3610.15344034831	8065.10354988381	402.102297521785	1027.04528123961
21	7.906	223.0276	Unknown	[M-H]-		0.208	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	18.18	QCpool_015	223.0276:8567 224.03095:3280 225.03431:1929		26408	22422	25770	28051	24264	57769	59910	61008	58828	58433	54884	54597	79382	16921	11669	7071	17884	19483	9416	6069	8618	34115	10270	22979	12997	48487	13589	7918	12931	8475	112982	6461	10136	43925	7907	19678	6893	26935	25536	40807	11808	14346	16024	8042	24302	63051	35664	29621	17454	73270	330689	22564	8906	14082	26660	65958	24031	17423	44682	6996	49032	25417	54156	46561	45858	9517	3571	9693	21152	35523	88222	10410	25383.19296875	57918.3376116071	31736.9146972656	2141.24963514273	2410.50875585966	45409.3094133555
22	6.087	223.02773	Unknown	[M-H]-	ion correlated with 32; found in higher mz's MsMs_955	0.181	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.11	Blank_003	223.02773:6258 224.03108:1881 225.03444:1025		28392	21844	44375	36735	36895	14324	14883	20109	17533	15147	14860	16723	9581	5217	7915	4171	8092	5112	4197	4891	4865	4888	5783	5870	7358	8321	2585	3129	4310	5264	8425	3533	6253	9945	6286	4388	5041	6760	7124	7659	4399	5419	9163	3754	7922	7715	5587	7506	8775	4799	13200	3967	5410	6078	6598	4739	3888	6920	4396	4596	6302	5493	10322	5761	8652	5240	1751	4283	7916	5278	6330	5608	33648.072265625	16225.5779854911	6078.89670613607	8690.37851973902	2060.83183736186	2079.26904026766
23	0.714	223.13293	Unknown	[M-H]-		0.611	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	32.71	Sample_CPM039_043	223.13293:9604 224.13628:1773 225.13964:683		633	552	934	1315	1728	51579	56419	56028	56748	57110	56968	54935	36633	28097	12722	12118	4058	8306	15460	20004	13141	29542	13092	17181	19902	22255	23391	10883	12554	16406	16992	34599	22238	27510	24889	20954	16827	16994	13375	9231	13146	8941	65656	72942	74869	76276	70622	83853	15411	64227	53778	65256	54390	63571	64874	68894	53522	49824	48877	10309	55780	40204	52360	45909	26000	9053	6854	54673	51939	58815	64882	8565	1032.4701171875	55683.8052455357	34560.4294514974	491.05961307339	1953.1595057257	23315.6931414643
24	3.259	225.18327	w/o MS2:FA 14:1	[M-H]-		0.569	False	4.66	225.186	C14H26O2	FA	YWWVWXASSLXJHU-UHFFFAOYSA-N	O=C(O)CCCCCCCC=CCCCC	530	True	True	False		False	False	null	null	96.3	100	null	null	null	21.59	Sample_CPM043_047	225.18327:5853 226.18662:1079 227.18998:387		118	102	64	84	50	14903	16458	15415	15118	15060	15625	14721	7942	8385	4707	5488	1507	15365	18647	13679	2803	7439	4252	7580	7583	9520	11456	6889	17884	6695	5990	7005	4702	8384	14416	17421	5450	22588	9446	15442	7456	1756	5509	10276	5881	28038	10254	10887	3128	14674	26291	39888	12978	7907	9270	28372	29514	26930	13199	1626	23976	8645	7168	20970	26809	594	71	22517	10601	25896	9184	2912	83.5991950988769	15328.4596819196	12030.6972460429	27.8371988566946	582.706256520713	8776.9477104285
25	3.752	227.19975	w/o MS2:FA 14:0	[M-H]-	similar chromatogram in higher mz_85	0.903	False	5.3	227.20171	C14H28O2	FA	TUNFSRHWOTWDNC-UHFFFAOYSA-N	O=C(O)CCCCCCCCCCCCC	530	True	True	False		False	False	null	null	98.1	100	null	null	null	59.82	Sample_CPM042_046	227.19975:19416 228.2031:4154 229.20646:247		2709	1988	5104	1013	502	52824	53234	56230	60867	53588	55244	53789	38477	59602	25732	28882	16719	31785	38878	37804	23220	51738	21403	31242	29885	32421	30604	28788	31617	21194	25903	43048	27367	82536	47927	41429	23584	31002	23210	30893	19530	13603	46743	50429	44715	74494	41049	50175	40471	74530	147938	101112	59034	40669	64585	52471	68386	66732	56917	13021	63737	47352	49612	72052	67972	9225	1045	73549	41315	70312	50512	17985	2263.12867431641	55110.7806919643	44136.0337849935	1803.23037783376	2805.38688808418	24476.534251703
26	1.031	229.1436	w/o MS2:AAHFA 4:0/8:0;O	[M-H]-		0.819	False	1.57	229.1445	C12H22O4	FAHFA	CQUFLNWHMDWKSH-UHFFFAOYSA-N	O=C(OC(C(=O)O)CCCCCC)CCC	530	True	True	False		False	False	null	null	99.6	100	null	null	null	49.49	Sample_CPM027_032	229.1436:5945 230.14695:810 231.15031:94		204	233	397	157	182	28111	29392	30131	31038	28001	32559	27919	18877	16842	12688	14323	5418	17557	17364	15447	5892	20714	14039	25477	14863	31776	24927	18404	18111	28104	16975	15613	13317	17793	27092	19850	26920	40336	19992	28991	16457	6904	16789	25808	18845	29783	37433	30945	9727	28250	16174	29832	21946	21293	24179	23822	30237	19743	23896	6285	19406	17822	23729	31903	28649	5236	68	31132	20186	25361	36447	9592	234.650759887695	29592.8465401786	20593.1028986613	95.0462621484267	1767.70870025692	8517.69012986358
27	1.352	233.15361	w/o MS2:FA 15:4	[M-H]-		0.5	False	4.33	233.15469	C15H22O2	FA	VYNPFWKAZJBFBM-UHFFFAOYSA-N	O=C(O)CC=CCC=CCC=CCC=CCC	530	True	True	False		False	False	null	null	99.4	100	null	null	null	19.67	Sample_CPM043_047	233.15361:7763 234.15696:1856 235.16032:190		5688	3942	5382	3595	3822	61041	62190	54875	57841	57710	58903	58300	61357	41727	28076	36449	20187	46412	41354	34700	31611	44999	27343	35715	41013	39614	41364	29393	29271	43928	36287	48670	45865	49708	45595	40292	41437	27286	27679	40529	36291	37416	70987	79860	67099	78123	71898	82213	58187	92392	89275	86405	79615	71874	82073	75544	83731	68682	63869	27979	84814	60159	68167	71215	60862	17784	17827	68793	68186	84788	70523	43171	4485.69555664063	58694.2243303571	53294.3919596354	972.08696866332	2388.03673413696	20997.8701434421
28	0.873	236.10518	Unknown	[M-H]-		0.931	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	47.64	Sample_CPM015_019	236.10518:21503 237.10853:4523 238.11189:418		5992	5935	6917	7514	6012	83686	87339	90806	88985	93679	90240	90867	31167	42473	30815	24441	58571	48996	155111	57201	109730	61906	40071	43841	53580	169801	82063	45390	45247	80383	82505	51300	70591	53724	53430	49520	85958	84811	91113	61936	108943	89311	54593	57755	50525	69667	52892	78727	48060	59376	54541	75450	49065	42335	57041	44998	45911	37414	62122	51790	41268	67864	45823	38270	64865	40106	40174	57812	39072	83726	67478	61712	6473.98759765625	89371.6138392857	61739.4168945312	710.017765924538	3167.72081849659	26250.9590559676
